febrl1_id;febrl2_id
22368;47683
22368;107100
22371;93795
22371;129778
22374;102636
22375;49200
22375;118036
22377;56731
22378;83778
22384;127795
22385;113087
22385;128328
22391;102437
22392;24932
22394;75828
22395;36535
22400;55909
22400;110007
22401;30906
22401;126492
22411;42588
22411;47509
22415;55912
22417;73215
22419;69616
22423;92554
22426;60036
22428;107182
22432;90725
22435;41619
22436;85551
22436;118823
22437;87605
22439;101344
22439;120629
22440;29754
22440;85856
22443;29229
22443;98600
22447;70308
22447;87819
22452;54826
22457;61246
22461;70690
22461;97288
22465;70007
22469;35817
22469;74175
22471;30383
22473;35221
22473;123755
22476;117354
22477;29842
22477;115379
22487;22562
22487;74976
22490;49832
22491;83831
22491;93954
22492;96604
22494;55981
22497;85536
22504;120733
22504;120897
22505;38518
22512;34778
22515;122080
22516;50313
22516;59487
22517;23565
22517;73937
22519;27969
22520;42453
22520;53979
22521;109079
22524;110559
22524;112260
22525;127394
22528;49716
22528;107288
22530;57183
22534;79501
22534;114274
22535;83259
22539;30080
22540;65528
22540;80368
22544;113183
22544;114937
22545;116811
22551;34902
22551;95261
22554;53326
22554;106287
22556;121319
22560;71233
22562;74976
22563;48753
22563;106682
22567;61718
22571;40355
22571;83697
22574;37847
22574;62167
22596;94213
22597;97453
22598;48017
22601;103698
22604;27948
22604;78635
22609;97002
22609;128550
22610;56176
22610;63404
22611;71789
22611;87410
22613;66665
22613;84620
22617;44510
22619;82608
22619;112657
22622;40239
22626;37542
22626;110130
22635;69995
22637;46513
22637;111290
22640;36382
22640;99889
22642;49191
22646;57283
22646;70290
22651;51911
22653;42379
22653;71294
22656;67811
22657;60456
22657;62758
22660;55602
22666;113947
22670;86437
22671;61169
22671;78392
22684;66944
22686;106224
22694;38129
22698;82544
22703;32106
22703;61630
22707;39599
22708;36388
22711;79894
22711;129079
22714;49784
22714;80026
22718;23322
22718;100690
22720;29711
22720;31573
22723;37857
22723;117073
22729;70155
22732;41470
22732;54165
22733;30775
22733;50597
22734;51093
22735;44662
22735;69882
22736;26989
22737;48483
22737;65264
22740;51588
22741;40798
22742;111385
22746;55417
22746;78374
22747;120253
22747;123187
22748;39872
22748;46246
22754;70249
22755;81983
22755;100275
22756;55949
22757;57033
22759;35614
22760;91131
22764;38992
22769;97480
22771;24642
22772;63689
22775;68560
22775;102084
22778;107919
22780;40167
22780;76268
22781;34614
22786;44682
22786;83395
22787;23614
22787;78400
22789;45146
22790;92707
22792;32960
22792;122294
22794;63240
22795;64546
22795;76513
22796;75265
22796;108761
22798;43160
22798;105008
22801;33067
22805;70655
22809;88160
22809;99196
22810;26404
22816;58778
22822;36412
22824;101098
22824;120866
22828;36113
22828;55321
22832;39479
22835;31913
22835;48417
22841;101906
22841;103216
22843;23439
22844;110283
22848;37570
22848;43829
22849;122302
22854;63859
22856;39710
22856;50339
22857;22955
22857;35441
22861;42387
22863;25666
22867;46829
22867;123677
22873;39709
22874;37319
22877;68662
22877;107349
22879;88991
22879;94348
22880;123236
22882;89703
22882;108838
22883;25837
22883;83382
22886;50626
22886;97747
22890;117230
22892;50406
22893;45814
22893;61621
22894;104736
22894;128548
22898;117689
22900;42225
22900;103553
22901;72569
22905;75510
22905;93279
22909;31817
22913;79804
22913;115827
22915;45571
22915;73429
22916;79848
22916;124725
22917;55888
22919;71796
22921;28529
22921;84214
22924;37372
22925;70754
22925;71949
22926;101719
22926;122165
22927;127963
22931;42614
22931;114244
22932;31238
22932;70310
22935;107526
22935;121863
22936;96410
22939;45922
22939;99512
22944;76019
22944;81887
22945;46401
22945;119597
22947;82247
22947;123531
22951;128707
22954;65816
22954;93445
22955;35441
22956;77809
22959;50778
22959;65986
22960;107841
22962;81896
22962;106624
22963;37586
22964;75013
22964;98177
22967;115024
22967;123914
22968;61376
22968;81989
22973;118584
22979;28420
22979;80736
22980;44040
22982;121307
22983;101477
22983;112993
22984;120474
22986;59735
22987;101006
22987;113145
22992;55117
22993;34320
22998;102417
22999;30601
23003;67336
23013;28617
23013;86820
23016;63059
23016;79004
23018;106604
23018;126327
23022;49775
23023;64167
23023;108882
23025;48157
23025;112008
23032;30019
23032;68696
23033;93048
23036;74999
23036;80644
23038;26146
23041;39373
23041;64915
23042;121731
23043;26578
23051;34078
23053;32224
23053;126117
23058;55042
23059;60995
23059;74300
23060;78500
23060;91558
23064;31289
23064;61902
23066;29957
23066;44108
23069;117199
23071;85797
23072;80149
23072;100570
23077;53721
23077;120678
23079;68068
23080;25091
23080;73680
23088;90919
23089;33828
23091;28722
23092;126818
23098;108798
23100;46449
23100;103871
23106;26393
23106;89157
23107;64870
23107;112267
23110;86408
23110;104841
23111;58834
23111;90343
23113;28205
23113;31862
23114;68902
23114;83660
23115;89653
23116;52017
23116;79551
23119;123332
23119;124107
23120;94019
23122;76439
23122;85313
23125;52656
23127;101975
23133;41458
23133;54134
23134;32813
23134;82401
23135;24964
23136;53482
23136;72199
23138;62716
23140;67528
23141;40472
23141;82090
23143;77253
23144;66984
23144;128117
23145;84172
23149;125396
23150;88511
23155;79132
23155;95443
23156;82261
23157;45651
23157;89112
23158;27111
23158;82596
23160;111872
23164;31307
23164;88089
23166;26124
23166;118446
23168;55374
23168;92032
23169;49047
23169;129629
23171;69688
23172;59311
23173;51376
23173;62578
23174;62068
23176;59367
23176;63659
23184;73803
23184;123487
23189;128824
23191;100684
23192;32980
23192;42564
23197;46320
23205;88181
23206;94531
23206;125615
23207;116357
23210;46017
23210;116097
23213;113134
23217;88377
23220;26804
23220;50943
23225;36101
23227;124727
23228;50389
23228;74980
23229;46987
23232;115385
23233;97490
23236;45796
23236;56225
23239;46030
23239;78876
23241;39998
23241;48138
23242;32137
23242;38023
23245;34798
23245;57195
23248;38635
23248;81043
23256;30299
23256;42061
23270;94845
23276;112434
23277;112147
23278;75519
23281;32284
23281;97424
23286;46277
23287;41052
23289;86008
23292;49956
23292;107749
23303;69986
23307;123985
23308;37903
23310;78398
23311;41577
23316;73786
23316;124202
23321;70475
23322;100690
23326;75176
23329;42734
23331;78131
23337;65188
23340;108810
23341;76699
23342;87153
23344;44739
23344;90386
23347;91693
23347;103968
23348;35950
23348;98992
23352;36885
23356;98393
23357;45379
23357;58139
23358;74064
23359;39580
23364;98532
23364;107246
23365;30887
23366;52764
23366;52911
23367;82563
23374;55838
23374;60802
23380;121551
23382;55246
23382;103313
23384;41803
23384;49719
23385;77419
23385;79621
23387;45737
23388;65798
23388;68848
23391;29921
23391;122205
23393;60667
23394;99055
23396;34374
23396;119159
23399;106412
23400;38771
23401;45282
23406;46062
23406;73581
23408;53578
23410;24082
23412;27918
23415;111953
23423;37977
23423;99718
23424;88078
23425;72164
23426;65008
23426;101276
23429;29817
23431;110679
23432;51425
23432;117226
23434;80190
23437;33777
23437;60706
23438;35083
23442;77460
23442;129177
23446;35343
23446;39972
23449;66759
23449;119499
23453;66968
23453;110912
23454;80431
23460;107968
23461;91800
23461;92566
23462;29749
23462;64373
23464;124285
23468;126475
23471;68733
23471;80328
23476;87607
23481;99590
23482;53925
23482;119817
23486;118424
23489;120037
23496;41089
23496;99363
23501;120304
23503;104355
23505;25430
23505;43512
23507;105433
23507;113327
23510;28343
23510;124153
23511;127532
23512;68005
23512;75461
23514;69156
23515;28018
23515;73000
23516;78783
23520;109858
23526;36331
23528;51259
23529;69274
23530;68147
23530;94694
23531;39195
23535;33622
23536;118801
23541;27559
23541;112940
23543;57521
23543;71229
23544;123569
23547;39318
23548;95569
23549;111021
23551;73143
23551;86329
23555;71611
23555;111331
23557;55449
23557;74614
23558;51975
23558;121721
23560;82991
23560;125771
23561;75699
23562;69760
23565;73937
23569;49353
23569;61166
23575;83012
23575;113108
23579;129081
23582;92137
23583;25855
23583;86252
23592;66857
23593;25982
23593;26306
23595;62771
23596;31304
23596;32170
23599;95017
23599;97413
23608;71098
23614;78400
23615;73848
23616;25438
23617;104936
23622;77912
23622;116855
23623;85809
23625;72509
23626;76467
23626;111006
23629;37066
23638;118363
23640;105350
23643;84011
23643;102312
23645;47556
23645;86916
23646;24451
23646;79867
23653;126309
23655;92843
23656;113730
23658;99189
23659;70400
23659;96341
23661;36591
23661;73817
23662;106676
23668;113676
23672;81355
23673;24369
23673;37064
23677;75581
23677;123290
23682;97540
23682;125923
23690;90761
23696;41741
23697;48291
23697;50069
23698;95413
23703;26609
23706;79488
23706;107973
23707;99538
23709;51170
23712;85835
23713;49363
23715;115841
23718;113568
23718;125786
23721;105377
23724;65443
23725;68914
23730;56597
23731;82452
23732;59211
23732;95925
23733;80033
23733;86337
23735;31983
23735;39082
23739;109555
23740;126672
23742;49065
23746;103405
23749;107557
23750;91532
23757;25237
23757;75408
23763;105411
23764;116919
23769;39966
23769;59989
23772;109590
23774;126728
23777;86531
23777;97605
23778;112148
23778;117869
23783;77627
23783;115033
23790;63882
23790;91873
23791;55445
23791;62914
23797;30176
23797;113458
23798;99941
23803;84181
23805;76122
23805;90962
23807;62937
23810;94404
23810;96293
23811;36525
23811;73788
23812;60363
23816;34157
23816;67035
23818;40461
23818;64356
23819;27382
23822;96255
23823;79827
23824;92991
23824;121060
23832;91125
23832;111786
23834;40942
23834;88132
23838;26160
23838;73835
23841;40023
23841;119369
23845;122163
23846;94740
23846;115144
23847;51298
23852;35945
23852;57327
23854;80414
23855;74548
23855;88519
23859;52328
23860;81982
23860;129253
23865;55465
23866;77004
23867;33676
23875;43226
23875;97233
23881;29195
23881;84714
23882;29027
23887;36728
23890;108336
23891;108777
23891;117148
23893;80788
23893;98030
23906;116465
23907;55684
23910;62903
23910;103257
23911;114346
23913;33256
23913;57557
23915;121453
23916;81070
23916;103161
23920;90564
23920;107634
23922;34863
23923;119759
23926;37266
23929;97687
23929;108251
23930;86555
23930;95734
23931;93800
23931;120476
23932;33227
23932;119878
23933;90528
23933;103795
23935;40890
23936;122403
23942;72331
23944;24747
23944;109913
23946;126268
23947;51532
23947;63896
23957;24051
23957;124229
23960;29954
23960;60176
23963;114207
23965;25251
23965;96687
23968;123661
23968;128739
23969;60823
23973;63003
23973;97699
23974;46044
23976;33294
23977;84925
23980;97748
23983;74077
23986;38501
23994;89599
23994;101419
23999;59648
23999;121306
24000;29015
24005;65153
24010;106711
24010;113989
24015;70073
24015;106540
24016;94724
24020;46416
24027;129823
24028;100878
24030;65382
24030;104919
24032;123711
24033;35514
24035;38198
24040;90856
24048;57143
24050;26307
24050;58181
24051;124229
24052;26051
24052;103708
24056;28044
24058;38156
24058;98709
24059;92174
24068;42512
24068;61955
24072;88080
24073;44015
24073;84877
24075;79361
24079;59161
24079;123821
24080;86461
24080;112870
24083;37668
24083;78283
24095;77924
24095;110182
24099;112165
24105;109299
24106;63409
24106;81499
24107;70157
24107;112944
24108;58669
24111;79915
24111;83662
24117;33780
24118;33080
24119;77771
24119;88859
24122;39243
24123;127574
24124;75695
24125;27165
24127;92699
24127;104665
24128;55256
24129;71067
24133;60850
24133;82117
24136;45962
24136;61910
24141;56288
24142;95849
24143;91453
24146;62658
24154;65810
24155;81135
24158;82202
24158;105576
24161;97964
24162;103747
24164;110082
24164;122868
24168;70743
24168;72081
24169;38336
24169;84470
24170;65877
24171;64383
24171;109389
24172;105815
24173;64966
24173;76237
24174;44044
24175;74693
24176;122112
24180;36304
24180;92343
24182;47336
24182;63209
24184;29963
24184;66685
24186;76298
24186;84685
24187;94895
24187;104811
24191;46097
24193;97849
24193;103079
24194;69293
24194;114166
24195;72318
24198;81976
24200;75236
24209;55846
24210;87488
24211;31644
24211;96008
24215;116895
24216;93164
24218;45969
24218;67825
24221;54325
24221;56627
24222;54362
24222;116280
24224;33798
24224;80380
24226;80584
24227;107713
24227;115128
24230;71043
24235;63701
24236;92915
24237;113998
24237;117407
24238;36220
24240;38907
24240;77814
24243;48184
24243;75567
24244;66632
24248;44898
24252;75179
24254;57601
24258;27025
24258;51475
24260;109770
24261;114700
24262;33952
24262;44988
24263;118321
24263;126424
24266;40438
24266;52935
24269;95060
24271;108216
24274;55541
24276;47763
24277;73188
24277;102699
24280;81811
24283;33171
24283;85448
24284;75040
24284;110317
24286;102981
24294;78238
24294;98349
24296;81479
24296;101289
24297;109024
24301;34002
24303;38660
24303;66047
24304;59910
24308;71307
24308;114338
24310;65968
24310;122507
24311;26662
24311;113816
24313;106909
24313;118373
24314;103120
24314;126983
24315;38112
24315;40304
24316;81108
24316;128426
24320;74424
24320;125212
24322;64409
24327;50555
24327;79190
24328;75671
24328;106622
24329;56950
24329;59469
24331;59123
24332;52351
24339;44908
24339;121028
24342;102035
24343;106921
24347;112447
24347;124532
24348;32486
24348;75337
24349;57406
24351;57293
24353;40131
24353;52035
24356;33534
24356;90002
24362;84712
24363;106744
24365;89489
24366;36832
24367;68770
24367;92956
24368;97663
24368;103990
24369;37064
24374;33010
24375;68400
24375;101090
24380;35931
24380;129566
24387;39445
24387;67271
24388;38738
24388;95282
24395;115073
24399;57508
24401;86392
24401;90251
24405;33434
24405;76050
24409;82949
24410;29405
24413;94356
24414;121716
24415;39217
24415;95659
24423;129154
24431;126223
24435;127664
24435;129906
24436;59228
24436;86900
24437;30799
24437;36770
24442;70677
24450;25696
24450;66040
24451;79867
24455;108433
24456;117063
24457;94157
24457;123440
24461;30492
24463;27388
24464;113498
24466;122120
24471;55764
24471;107255
24472;44048
24472;88642
24473;66832
24477;44718
24480;92736
24481;74996
24487;43629
24487;119570
24488;67278
24491;108225
24491;121345
24492;71240
24493;79671
24497;57849
24498;36886
24498;80573
24500;32359
24502;73645
24509;126858
24512;34067
24513;70738
24513;86615
24514;72503
24515;122611
24517;89023
24517;110826
24522;31199
24523;78335
24525;95464
24525;118592
24527;79407
24527;91228
24528;120970
24529;74899
24531;43898
24534;59862
24534;129402
24537;45567
24537;127481
24539;96919
24545;70926
24545;94981
24548;55485
24555;57711
24556;82315
24558;119365
24560;34434
24563;39355
24564;59658
24565;24588
24566;41497
24571;27411
24571;35396
24572;39759
24581;36351
24583;79368
24591;55965
24591;120202
24593;70773
24597;67178
24597;91981
24599;106683
24599;122794
24600;66497
24600;75039
24601;104275
24606;92301
24606;114524
24607;47226
24607;63763
24608;83988
24611;64306
24613;63608
24615;70800
24615;96603
24618;76184
24618;113114
24622;24900
24623;35890
24623;46110
24625;81120
24627;67922
24627;94846
24632;57881
24635;43010
24637;27913
24637;122264
24640;97294
24641;112760
24645;55839
24645;129810
24646;27046
24648;71534
24648;104667
24649;64131
24649;112213
24650;58557
24656;122692
24666;95126
24668;86257
24668;123076
24670;104213
24672;28014
24672;34690
24673;82880
24673;107473
24679;110713
24679;113862
24686;123659
24700;78610
24702;53192
24702;59054
24703;67535
24703;111218
24704;44810
24704;116086
24707;68334
24707;124338
24711;100844
24711;113874
24715;66884
24715;97446
24716;76189
24717;36327
24717;100072
24720;64710
24730;129288
24731;77855
24731;86519
24732;49913
24732;59209
24735;60721
24737;51680
24737;76801
24739;123730
24744;45998
24744;101166
24747;109913
24748;42260
24752;81366
24754;92819
24754;98708
24760;64115
24760;129304
24767;88969
24770;69561
24770;74037
24771;35314
24776;26411
24783;91719
24787;46108
24787;91850
24788;101476
24789;34599
24791;128613
24795;40397
24795;122318
24798;24958
24801;61533
24801;108942
24802;79336
24805;87545
24805;102094
24806;116798
24807;57726
24807;84499
24812;65876
24813;125534
24814;101034
24816;78154
24816;95099
24817;88347
24819;91041
24819;129749
24820;51545
24821;47416
24821;113835
24823;27393
24823;84537
24824;67929
24826;40749
24826;60572
24828;112440
24834;54650
24834;122433
24835;55568
24836;113737
24837;45858
24843;61065
24845;49197
24845;72490
24846;28938
24846;63944
24847;58140
24847;115778
24850;84758
24852;48604
24852;104038
24854;64405
24854;126659
24856;30065
24856;60559
24859;125969
24862;41598
24862;74019
24863;116524
24864;65569
24864;86583
24865;77439
24866;75114
24866;80369
24867;109812
24872;118254
24876;74597
24876;108055
24882;27063
24882;31474
24883;105284
24884;104613
24885;104689
24889;58923
24898;115708
24898;129131
24899;112397
24904;93078
24906;109819
24908;27624
24909;52118
24909;68792
24910;85884
24915;94712
24917;78642
24917;104192
24918;71180
24918;126939
24920;81683
24927;29395
24927;74511
24929;39956
24933;76538
24938;127736
24940;46977
24942;115363
24951;111575
24951;120103
24953;64290
24953;73855
24960;57885
24960;106292
24961;112050
24963;70536
24967;91058
24968;117703
24972;35991
24972;92079
24974;94851
24974;105484
24979;48259
24979;105904
24981;38969
24981;103689
24982;40627
24982;59219
24985;85907
24985;92435
24987;94386
24988;62724
24989;100047
24989;106692
24990;58121
24990;73710
24993;66819
24995;28550
24997;77239
24997;120837
25000;43493
25000;75852
25002;34476
25002;123803
25004;28931
25004;45441
25006;42965
25006;85918
25007;28650
25007;62314
25012;38262
25016;55369
25019;100686
25022;44941
25023;45551
25023;112997
25024;96142
25027;97098
25028;68974
25030;87148
25032;28233
25032;69629
25041;68666
25041;122870
25044;34496
25045;117161
25046;83610
25047;50051
25047;69037
25052;88031
25058;109116
25059;62689
25065;50071
25078;121797
25084;97034
25086;85087
25087;71298
25087;120479
25088;89986
25088;107830
25090;38835
25091;73680
25092;44863
25093;109587
25099;100355
25100;129421
25105;83360
25111;25565
25111;58163
25115;80616
25115;96875
25116;31340
25116;128100
25120;76561
25121;66621
25121;121829
25122;54455
25123;42918
25123;58211
25124;73150
25124;89840
25127;90884
25128;77651
25130;99954
25132;29564
25132;88493
25133;33440
25133;99587
25136;45240
25136;77787
25137;58901
25137;112752
25140;83064
25140;92516
25142;80507
25142;121277
25144;84567
25144;114017
25147;37172
25148;112169
25150;102872
25158;77911
25165;40050
25165;100424
25166;38279
25169;63870
25169;69175
25180;122005
25183;39126
25183;93131
25185;101549
25185;107017
25186;42280
25189;88266
25190;47003
25190;75615
25191;56136
25191;68718
25204;72226
25204;103419
25208;43216
25210;74636
25212;103557
25213;35870
25213;71678
25214;26808
25214;79276
25219;32020
25222;108380
25222;120147
25223;77387
25226;114971
25226;127842
25227;49097
25227;68126
25228;52759
25228;114038
25229;75952
25231;40796
25231;72194
25233;59449
25233;87540
25234;85035
25236;34939
25236;52658
25237;75408
25238;86393
25238;92063
25241;117950
25244;72945
25251;96687
25257;63819
25258;62132
25260;43293
25260;64898
25262;114988
25264;84138
25265;125119
25267;120902
25269;103262
25269;108441
25272;98976
25272;104121
25273;44943
25275;55702
25277;67543
25277;83330
25278;103930
25279;35535
25279;74516
25280;58483
25280;91925
25290;125327
25292;127983
25294;82450
25294;120762
25297;39986
25297;121991
25299;82922
25305;37900
25305;46736
25307;46909
25307;66175
25309;34920
25309;97881
25311;96897
25317;34121
25317;37233
25318;62575
25320;49674
25321;111221
25323;46795
25323;84811
25325;68992
25326;122225
25328;68382
25332;45961
25333;54704
25333;68201
25334;106898
25336;41723
25339;52316
25344;105109
25348;38019
25348;52702
25350;26577
25353;83126
25354;51844
25356;26707
25356;82225
25357;123261
25358;29389
25362;108856
25369;113502
25373;52494
25373;99533
25376;113256
25382;53885
25386;28839
25386;101901
25387;52720
25387;74099
25389;30720
25396;71855
25396;81090
25398;86709
25403;27208
25403;86807
25404;95370
25407;66961
25408;97249
25409;62560
25409;103281
25412;60201
25423;81910
25423;114964
25424;56406
25428;35414
25429;30198
25430;43512
25432;28675
25432;95909
25434;88497
25436;54712
25437;35268
25441;32979
25441;39777
25442;117450
25443;49243
25447;54245
25447;63572
25449;123060
25449;124710
25450;99856
25450;102971
25453;86666
25457;69273
25461;66564
25464;65902
25464;111530
25468;33839
25471;86140
25473;124965
25475;43163
25480;45855
25482;40977
25482;59053
25483;108905
25485;61444
25486;99340
25487;57581
25487;73859
25489;27957
25494;31055
25494;98756
25495;27595
25495;43413
25497;107816
25497;123809
25498;58987
25505;104067
25509;28015
25512;67716
25512;98324
25513;75950
25515;45122
25515;74317
25516;46421
25518;112489
25519;104012
25520;29347
25520;109746
25527;118134
25538;49612
25538;125804
25539;126479
25541;48037
25546;66628
25546;68235
25549;31601
25549;90097
25550;75473
25550;89499
25554;79756
25554;91724
25555;126935
25558;127549
25561;33936
25561;50805
25565;58163
25567;71644
25571;59412
25572;59419
25574;92740
25580;59785
25580;104737
25585;67186
25586;40851
25587;61112
25587;103387
25597;99199
25603;80500
25603;94968
25606;31529
25608;41519
25610;52355
25611;88714
25611;98252
25613;98477
25619;53914
25619;54021
25620;51777
25620;119905
25623;42714
25625;62641
25634;32650
25636;119756
25637;44695
25641;121210
25644;129100
25645;117449
25647;129830
25657;86920
25664;45284
25664;55480
25667;56356
25667;66126
25671;73166
25671;74391
25680;27541
25680;32864
25684;49850
25685;107030
25689;78333
25691;56178
25694;49470
25694;53543
25696;66040
25699;31325
25699;121572
25700;36581
25700;85931
25709;71361
25714;26902
25715;63232
25718;35643
25718;48094
25720;48707
25720;51458
25722;105990
25722;114976
25727;75683
25727;91619
25734;104937
25734;125827
25736;33477
25736;95336
25739;85666
25739;111848
25744;93227
25745;109886
25745;112717
25747;32613
25747;89242
25748;103464
25751;46306
25754;112457
25759;102053
25761;30599
25761;97776
25762;41927
25763;106936
25766;119500
25767;60088
25767;111114
25768;40122
25768;54930
25769;96874
25769;97815
25773;39825
25773;54155
25776;91052
25777;103276
25779;64902
25779;89769
25782;129375
25784;98331
25791;75692
25792;58204
25794;86603
25796;97527
25801;71831
25802;46950
25802;60645
25803;45438
25803;95920
25806;94723
25809;54924
25811;29431
25814;58534
25815;124427
25815;128224
25816;33179
25820;108149
25820;115130
25822;54105
25822;111018
25825;111492
25828;58408
25828;99809
25830;68791
25837;83382
25842;113216
25843;85815
25843;91999
25844;124791
25847;50283
25849;99491
25854;81091
25854;94866
25855;86252
25856;84531
25857;30183
25858;29084
25859;101192
25861;63479
25861;124617
25862;100412
25864;33982
25864;104188
25867;38229
25870;114565
25874;84219
25874;100021
25875;110574
25878;26499
25878;33684
25882;29054
25882;118235
25885;52272
25892;97117
25897;36891
25898;67068
25901;103041
25903;33276
25905;67027
25906;27612
25906;109033
25907;113815
25907;116025
25908;47705
25908;82389
25909;106455
25909;108299
25911;102476
25916;38380
25916;117724
25917;28203
25917;123397
25921;114963
25925;35085
25925;106212
25926;126878
25928;71159
25928;81610
25930;42871
25932;29337
25932;129051
25933;98172
25933;115020
25938;37178
25938;68016
25941;79540
25942;119779
25945;34235
25946;82208
25946;114990
25948;46383
25949;29443
25949;129694
25951;84501
25951;101424
25952;45461
25956;107896
25957;55282
25958;56806
25961;35511
25962;53702
25962;118665
25973;87930
25973;102078
25979;79284
25982;26306
25983;27643
25983;92535
25984;52663
25984;76225
25985;70134
25987;51404
25987;91128
25988;63266
25988;64541
25990;35700
25992;86175
25996;84732
25996;107953
25998;114866
26001;65203
26001;89716
26002;70970
26002;120158
26004;125617
26007;89416
26008;79866
26009;122601
26013;102779
26013;115770
26017;77768
26021;114643
26023;27536
26023;112934
26024;87974
26024;89203
26026;56926
26030;63277
26030;100102
26032;85562
26033;58037
26035;45799
26035;82675
26038;59110
26042;44582
26042;122138
26047;119983
26050;52715
26051;103708
26052;115359
26054;121905
26059;108219
26061;47302
26061;72154
26066;56089
26070;27405
26070;78094
26071;95172
26071;112920
26073;128854
26074;42397
26075;113215
26076;125335
26081;72822
26081;98537
26083;56115
26083;80808
26085;62062
26088;56979
26090;107284
26091;39699
26094;34029
26095;30318
26096;107733
26096;112741
26108;102494
26109;28721
26109;31009
26110;30419
26114;53205
26114;90156
26117;30224
26120;40356
26123;103620
26124;118446
26125;77876
26128;58717
26130;99030
26132;93671
26132;117336
26134;72245
26135;126757
26137;116534
26138;29795
26138;118494
26141;65510
26144;95097
26147;79367
26150;125700
26158;49183
26158;75621
26159;33857
26159;100732
26160;73835
26166;39387
26166;50099
26168;70683
26173;94535
26176;37105
26180;108929
26182;37153
26187;57342
26187;93341
26193;97183
26194;75990
26194;79202
26203;47624
26203;98895
26204;81447
26204;96613
26205;78780
26205;123862
26211;69028
26212;26243
26221;47663
26221;120506
26222;121957
26224;123615
26225;88047
26226;94641
26230;122293
26232;52861
26232;99558
26233;116044
26246;30412
26250;84790
26250;109554
26251;36130
26259;28484
26259;94558
26261;94863
26261;123618
26262;73640
26264;126494
26265;68946
26265;123901
26266;100278
26268;75450
26271;70767
26271;129014
26272;84532
26273;108575
26274;104959
26274;125633
26276;99438
26276;128790
26277;96533
26280;47471
26280;47799
26281;103912
26290;73164
26290;96857
26291;52878
26291;91678
26293;120748
26294;38119
26294;57574
26295;123452
26296;60425
26297;32037
26297;76537
26298;116428
26300;102076
26300;115517
26301;117187
26303;48300
26303;53557
26305;101194
26307;58181
26309;112499
26309;120125
26312;66423
26312;84596
26313;52360
26316;72875
26322;63835
26323;117562
26324;52947
26327;72604
26328;54787
26334;41017
26334;76911
26341;49461
26350;60222
26350;78224
26353;62738
26358;113505
26363;65764
26365;30237
26365;122643
26369;62336
26374;105561
26375;83926
26378;34882
26380;127811
26382;59804
26382;122943
26383;69047
26387;58722
26387;103996
26388;93081
26388;116443
26392;72211
26393;89157
26401;94311
26401;113404
26406;30268
26413;107440
26415;101799
26416;41697
26416;76034
26417;42920
26417;128091
26422;32662
26422;112809
26424;29539
26428;49418
26428;88587
26430;31852
26433;39447
26434;39901
26435;88367
26439;45985
26443;59330
26448;44024
26449;32631
26449;112355
26451;119245
26452;40831
26452;68646
26453;111040
26453;116733
26454;89097
26454;128527
26457;102177
26458;126035
26460;59723
26466;36798
26466;40837
26468;30783
26468;52352
26471;60181
26471;73432
26474;96898
26475;61688
26475;127722
26476;84690
26485;115564
26486;39362
26486;64051
26488;45821
26488;84245
26489;29238
26490;124432
26490;125723
26493;26880
26493;44946
26494;43099
26494;64568
26499;33684
26502;40268
26510;66135
26514;119152
26521;126567
26534;104420
26535;42636
26535;92709
26536;37677
26536;49616
26538;71157
26538;98149
26541;112762
26542;101258
26543;120965
26545;33476
26546;61803
26547;85367
26547;122751
26551;100054
26553;75707
26553;92993
26555;67438
26557;37703
26557;103068
26558;51770
26558;113563
26560;96883
26566;44058
26569;45447
26572;82601
26574;70216
26579;58802
26579;101318
26580;127175
26581;126872
26582;90105
26583;102619
26584;32558
26585;62247
26585;109150
26587;30546
26587;41912
26592;62968
26594;78641
26600;62923
26600;117476
26602;49856
26604;102741
26605;126027
26606;99085
26607;95624
26607;99689
26614;58113
26616;88932
26616;123658
26618;85055
26624;126896
26626;62841
26626;79513
26627;62457
26632;85059
26635;52567
26639;69385
26639;91258
26642;81835
26653;42907
26653;93527
26655;35911
26656;128732
26658;112503
26661;27386
26662;113816
26666;37161
26666;82189
26676;124328
26676;128967
26677;105382
26684;44877
26684;75869
26686;43277
26686;61841
26687;120342
26687;122755
26689;29041
26689;92379
26690;60783
26697;112937
26697;129003
26702;29837
26703;95222
26703;116645
26705;40553
26706;58562
26706;113485
26707;82225
26709;45322
26709;116971
26714;27068
26714;46467
26715;43480
26715;73217
26716;96328
26720;64422
26720;95109
26724;46069
26724;114837
26726;41140
26728;101165
26735;71201
26735;80377
26737;85514
26745;27064
26747;94147
26749;95583
26749;115935
26750;78118
26756;71133
26756;79793
26760;42948
26761;112308
26764;97977
26765;111207
26765;118305
26767;96908
26767;109524
26769;84786
26769;124745
26771;62150
26778;126418
26779;100908
26779;103787
26780;31275
26781;41173
26781;100132
26787;101349
26788;82962
26789;27669
26789;78428
26793;34619
26793;49942
26794;65596
26794;71349
26796;37365
26796;86939
26802;29085
26802;80205
26804;50943
26807;109677
26808;79276
26813;26911
26813;59949
26814;39631
26823;63917
26835;33967
26840;88632
26843;33190
26844;65892
26844;91490
26845;49030
26845;109980
26847;108971
26848;90071
26855;63427
26865;64571
26869;37945
26869;51443
26873;62953
26875;43167
26877;79928
26880;44946
26881;72143
26888;70510
26889;69281
26889;107205
26890;85163
26893;73460
26893;119750
26897;110121
26897;115181
26900;102691
26900;102742
26901;105572
26905;33602
26906;49358
26906;84262
26911;59949
